78. Zeile und 35.Spalte, Wert:172112.31736509284
78. Zeile und 36.Spalte, Wert:166361.91290704286
78. Zeile und 37.Spalte, Wert:170494.5758927421
78. Zeile und 38.Spalte, Wert:169071.84226802262
78. Zeile und 39.Spalte, Wert:173411.8921468601
78. Zeile und 40.Spalte, Wert:173410.83440432668
78. Zeile und 41.Spalte, Wert:170272.03607834305
78. Zeile und 42.Spalte, Wert:171135.54597569534
78. Zeile und 43.Spalte, Wert:172721.00670600694
78. Zeile und 44.Spalte, Wert:166291.47352343085
78. Zeile und 45.Spalte, Wert:168606.18265143162
78. Zeile und 46.Spalte, Wert:171553.6915041004
78. Zeile und 47.Spalte, Wert:173267.54174847293
78. Zeile und 48.Spalte, Wert:173071.0160250003
78. Zeile und 49.Spalte, Wert:168341.51020460363
78. Zeile und 50.Spalte, Wert:171017.339152276
78. Zeile und 51.Spalte, Wert:166891.0615179986
78. Zeile und 52.Spalte, Wert:173424.08667795305
78. Zeile und 53.Spalte, Wert:161762.0052405488
78. Zeile und 54.Spalte, Wert:173055.37436280728
78. Zeile und 55.Spalte, Wert:161447.9165441495
78. Zeile und 56.Spalte, Wert:165386.8243254959
78. Zeile und 57.Spalte, Wert:169142.7836904008
78. Zeile und 58.Spalte, Wert:171939.69445666063
78. Zeile und 59.Spalte, Wert:171014.5437861402
78. Zeile und 60.Spalte, Wert:173423.45215976596
78. Zeile und 61.Spalte, Wert:171175.39071769893
78. Zeile und 62.Spalte, Wert:170041.52611471782
78. Zeile und 63.Spalte, Wert:171384.54534512488
78. Zeile und 64.Spalte, Wert:168608.96005770197
78. Zeile und 65.Spalte, Wert:171461.72046546536
78. Zeile und 66.Spalte, Wert:173422.3455557469
78. Zeile und 67.Spalte, Wert:174872.02383899834
78. Zeile und 68.Spalte, Wert:171693.23331450415
78. Zeile und 69.Spalte, Wert:171642.62006323764
78. Zeile und 70.Spalte, Wert:168151.10177514114
78. Zeile und 71.Spalte, Wert:166787.67441643088
78. Zeile und 72.Spalte, Wert:173402.93972872564
78. Zeile und 73.Spalte, Wert:166597.03908154377
78. Zeile und 74.Spalte, Wert:169166.07696056913
78. Zeile und 75.Spalte, Wert:171638.8415407302
78. Zeile und 76.Spalte, Wert:169187.1064843166
78. Zeile und 77.Spalte, Wert:166528.60374458233
78. Zeile und 78.Spalte, Wert:165539.33770257956
78. Zeile und 79.Spalte, Wert:167576.01831118038
78. Zeile und 80.Spalte, Wert:172331.54865468654
78. Zeile und 81.Spalte, Wert:173416.5571121027
78. Zeile und 82.Spalte, Wert:170935.3010200767
78. Zeile und 83.Spalte, Wert:165053.71617024188
78. Zeile und 84.Spalte, Wert:172154.77413119376
78. Zeile und 85.Spalte, Wert:167784.85218214107
78. Zeile und 86.Spalte, Wert:173417.22107560025
78. Zeile und 87.Spalte, Wert:161374.75746763052
78. Zeile und 88.Spalte, Wert:172446.9767497191
78. Zeile und 89.Spalte, Wert:171502.10454771196
78. Zeile und 90.Spalte, Wert:173376.71158653067
78. Zeile und 91.Spalte, Wert:173093.4387856146
78. Zeile und 92.Spalte, Wert:167880.73480237744
78. Zeile und 93.Spalte, Wert:173407.07521593655
78. Zeile und 94.Spalte, Wert:167637.28699919695
78. Zeile und 95.Spalte, Wert:168953.04710130586
78. Zeile und 96.Spalte, Wert:171464.79650832695
78. Zeile und 97.Spalte, Wert:172068.6752085774
78. Zeile und 98.Spalte, Wert:171435.49781826464
78. Zeile und 99.Spalte, Wert:173424.90395091352
78. Zeile und 100.Spalte, Wert:170824.9816756698
79. Zeile und 0.Spalte, Wert:170581.31783843707
79. Zeile und 1.Spalte, Wert:170164.26148235443
79. Zeile und 2.Spalte, Wert:170879.3520237319
79. Zeile und 3.Spalte, Wert:171749.66177543293
79. Zeile und 4.Spalte, Wert:171576.71625742113
79. Zeile und 5.Spalte, Wert:172001.42102610832
79. Zeile und 6.Spalte, Wert:172037.31219154966
79. Zeile und 7.Spalte, Wert:171107.05243956798
79. Zeile und 8.Spalte, Wert:171793.68240328153
79. Zeile und 9.Spalte, Wert:170883.80959937166
79. Zeile und 10.Spalte, Wert:171934.5971678563
79. Zeile und 11.Spalte, Wert:173101.22542912068
79. Zeile und 12.Spalte, Wert:172335.4988539604
79. Zeile und 13.Spalte, Wert:173483.09747481358
79. Zeile und 14.Spalte, Wert:173599.94358502832
79. Zeile und 15.Spalte, Wert:173130.13745950832
79. Zeile und 16.Spalte, Wert:174370.52756382895
79. Zeile und 17.Spalte, Wert:173843.45521191205
79. Zeile und 18.Spalte, Wert:173437.53419254173
79. Zeile und 19.Spalte, Wert:170917.76576815333
79. Zeile und 20.Spalte, Wert:173797.97724995302
79. Zeile und 21.Spalte, Wert:175398.63195028264
79. Zeile und 22.Spalte, Wert:174834.887760057
79. Zeile und 23.Spalte, Wert:174251.22000063004
79. Zeile und 24.Spalte, Wert:175984.34511850297
79. Zeile und 25.Spalte, Wert:175012.2471423352
79. Zeile und 26.Spalte, Wert:174909.2934855621
79. Zeile und 27.Spalte, Wert:175036.8425398627
79. Zeile und 28.Spalte, Wert:174107.54231532
79. Zeile und 29.Spalte, Wert:175667.7719734321
79. Zeile und 30.Spalte, Wert:171742.66498335043
79. Zeile und 31.Spalte, Wert:175970.73145950967
79. Zeile und 32.Spalte, Wert:175925.61537075837
79. Zeile und 33.Spalte, Wert:175933.0777621384
79. Zeile und 34.Spalte, Wert:175904.35001362182
79. Zeile und 35.Spalte, Wert:175866.43658260806
79. Zeile und 36.Spalte, Wert:175959.2813078574
79. Zeile und 37.Spalte, Wert:175925.49599733163
79. Zeile und 38.Spalte, Wert:175967.55905095366
79. Zeile und 39.Spalte, Wert:175926.76619212228
79. Zeile und 40.Spalte, Wert:175921.45024478424
79. Zeile und 41.Spalte, Wert:175976.99802017823
79. Zeile und 42.Spalte, Wert:175947.7725439691
79. Zeile und 43.Spalte, Wert:175979.15799253923
79. Zeile und 44.Spalte, Wert:175946.57557376832
79. Zeile und 45.Spalte, Wert:175932.85999610325
79. Zeile und 46.Spalte, Wert:175953.06246983612
79. Zeile und 47.Spalte, Wert:175950.07954871817
79. Zeile und 48.Spalte, Wert:175926.31808159946
79. Zeile und 49.Spalte, Wert:175964.07876203972
79. Zeile und 50.Spalte, Wert:175934.03783175716
79. Zeile und 51.Spalte, Wert:175955.1193946018
79. Zeile und 52.Spalte, Wert:175949.3280553469
79. Zeile und 53.Spalte, Wert:175962.81770972695
79. Zeile und 54.Spalte, Wert:175973.6010133199
79. Zeile und 55.Spalte, Wert:175940.79191106287
79. Zeile und 56.Spalte, Wert:175852.59008982693
79. Zeile und 57.Spalte, Wert:175946.67905366863
79. Zeile und 58.Spalte, Wert:175985.40940180852
79. Zeile und 59.Spalte, Wert:175862.3842317568
79. Zeile und 60.Spalte, Wert:175874.91364171432
79. Zeile und 61.Spalte, Wert:175943.42159063648
79. Zeile und 62.Spalte, Wert:175953.3842778546
79. Zeile und 63.Spalte, Wert:175923.84255908558
79. Zeile und 64.Spalte, Wert:175917.8972428763
79. Zeile und 65.Spalte, Wert:175941.9304654221
79. Zeile und 66.Spalte, Wert:175979.07561481115
79. Zeile und 67.Spalte, Wert:175970.74031385197
79. Zeile und 68.Spalte, Wert:175975.73269232057
79. Zeile und 69.Spalte, Wert:175965.46386414827
79. Zeile und 70.Spalte, Wert:175970.70830573255
79. Zeile und 71.Spalte, Wert:175980.8045443616
79. Zeile und 72.Spalte, Wert:178933.71728540288
79. Zeile und 73.Spalte, Wert:175966.95048675314
79. Zeile und 74.Spalte, Wert:175981.41671038343
79. Zeile und 75.Spalte, Wert:175900.71132184495
79. Zeile und 76.Spalte, Wert:175980.27981461713
79. Zeile und 77.Spalte, Wert:175945.02349715147
79. Zeile und 78.Spalte, Wert:175941.45032950293
79. Zeile und 79.Spalte, Wert:175915.22032349586
79. Zeile und 80.Spalte, Wert:175963.35259547844
79. Zeile und 81.Spalte, Wert:175971.52182258898
79. Zeile und 82.Spalte, Wert:175947.89041622126
79. Zeile und 83.Spalte, Wert:175948.80196708764
79. Zeile und 84.Spalte, Wert:175975.1104719169
79. Zeile und 85.Spalte, Wert:175954.82991277112
79. Zeile und 86.Spalte, Wert:175974.68296527234
79. Zeile und 87.Spalte, Wert:175962.71744414064
79. Zeile und 88.Spalte, Wert:175950.42083419353
79. Zeile und 89.Spalte, Wert:175904.70933326462
79. Zeile und 90.Spalte, Wert:175943.64221935868
79. Zeile und 91.Spalte, Wert:175939.82100937216
79. Zeile und 92.Spalte, Wert:175925.41876441176
79. Zeile und 93.Spalte, Wert:175956.68510983698
79. Zeile und 94.Spalte, Wert:175914.57318695023
79. Zeile und 95.Spalte, Wert:175937.90430755162
79. Zeile und 96.Spalte, Wert:175962.9401085757
79. Zeile und 97.Spalte, Wert:175870.13891152144
79. Zeile und 98.Spalte, Wert:175950.15455155555
79. Zeile und 99.Spalte, Wert:175893.51339879513
79. Zeile und 100.Spalte, Wert:175984.4745410955
80. Zeile und 0.Spalte, Wert:170633.44895240868
80. Zeile und 1.Spalte, Wert:170559.39235374366
80. Zeile und 2.Spalte, Wert:171287.2060184179
80. Zeile und 3.Spalte, Wert:171042.55851489946
80. Zeile und 4.Spalte, Wert:171980.44727214018
80. Zeile und 5.Spalte, Wert:170400.91885254343
80. Zeile und 6.Spalte, Wert:172785.1619723657
80. Zeile und 7.Spalte, Wert:171833.4878635391
80. Zeile und 8.Spalte, Wert:172134.07497204558
80. Zeile und 9.Spalte, Wert:173124.2765945179
80. Zeile und 10.Spalte, Wert:173372.69217282446
80. Zeile und 11.Spalte, Wert:173074.77400696801
80. Zeile und 12.Spalte, Wert:173178.78226231522
80. Zeile und 13.Spalte, Wert:173459.18251689474
80. Zeile und 14.Spalte, Wert:173140.71232541619
80. Zeile und 15.Spalte, Wert:174096.26491165633
80. Zeile und 16.Spalte, Wert:174772.71467828532
80. Zeile und 17.Spalte, Wert:174522.0717849371
80. Zeile und 18.Spalte, Wert:174651.87772432188
80. Zeile und 19.Spalte, Wert:174992.87077830906
80. Zeile und 20.Spalte, Wert:174367.08658946684
80. Zeile und 21.Spalte, Wert:175379.55926103547
80. Zeile und 22.Spalte, Wert:175264.84852426435
80. Zeile und 23.Spalte, Wert:176080.37506455652
80. Zeile und 24.Spalte, Wert:175232.3449610443
80. Zeile und 25.Spalte, Wert:176011.98335407462
80. Zeile und 26.Spalte, Wert:174576.67285197382
80. Zeile und 27.Spalte, Wert:175896.94415855457
80. Zeile und 28.Spalte, Wert:176057.89188337477
80. Zeile und 29.Spalte, Wert:176048.58994443275
80. Zeile und 30.Spalte, Wert:176063.4115089007
80. Zeile und 31.Spalte, Wert:175690.58217922927
80. Zeile und 32.Spalte, Wert:176021.0657054804
80. Zeile und 33.Spalte, Wert:176041.4483727408
80. Zeile und 34.Spalte, Wert:176062.2739002143
80. Zeile und 35.Spalte, Wert:176034.34255655858
80. Zeile und 36.Spalte, Wert:176059.2766886933
80. Zeile und 37.Spalte, Wert:176079.16532749168
80. Zeile und 38.Spalte, Wert:176074.493628263
80. Zeile und 39.Spalte, Wert:176029.6554158013
80. Zeile und 40.Spalte, Wert:176066.28879289562
80. Zeile und 41.Spalte, Wert:176045.99625365372
80. Zeile und 42.Spalte, Wert:176015.9435924327
80. Zeile und 43.Spalte, Wert:176073.906097786
80. Zeile und 44.Spalte, Wert:176057.88874345826
80. Zeile und 45.Spalte, Wert:176044.34542301996
80. Zeile und 46.Spalte, Wert:176061.0931475824
80. Zeile und 47.Spalte, Wert:176086.0252809496
80. Zeile und 48.Spalte, Wert:176059.52168795833
80. Zeile und 49.Spalte, Wert:176057.9246509204
80. Zeile und 50.Spalte, Wert:176050.1814092105
80. Zeile und 51.Spalte, Wert:176064.52981170517
80. Zeile und 52.Spalte, Wert:176033.82668931183
80. Zeile und 53.Spalte, Wert:176084.32066856627
80. Zeile und 54.Spalte, Wert:176061.27870485524
80. Zeile und 55.Spalte, Wert:176045.55165421628
80. Zeile und 56.Spalte, Wert:176005.15956880627
80. Zeile und 57.Spalte, Wert:176039.89334604857
80. Zeile und 58.Spalte, Wert:176039.36182087896
80. Zeile und 59.Spalte, Wert:176036.79922565765
80. Zeile und 60.Spalte, Wert:176037.65535587005
80. Zeile und 61.Spalte, Wert:176065.23839811338
80. Zeile und 62.Spalte, Wert:176062.9639820811
80. Zeile und 63.Spalte, Wert:176085.64018407385
80. Zeile und 64.Spalte, Wert:176083.98314865457
80. Zeile und 65.Spalte, Wert:176058.35753651557
80. Zeile und 66.Spalte, Wert:176065.2697545898
80. Zeile und 67.Spalte, Wert:176063.70720895063
80. Zeile und 68.Spalte, Wert:176083.57856861723
80. Zeile und 69.Spalte, Wert:176028.98458518164
80. Zeile und 70.Spalte, Wert:176055.0833078388
80. Zeile und 71.Spalte, Wert:176085.90488688456
80. Zeile und 72.Spalte, Wert:179680.64251701988
80. Zeile und 73.Spalte, Wert:176080.1142735086
80. Zeile und 74.Spalte, Wert:176070.3327558995
80. Zeile und 75.Spalte, Wert:176067.84734357102
80. Zeile und 76.Spalte, Wert:176066.8371333898
80. Zeile und 77.Spalte, Wert:176028.80171109296
80. Zeile und 78.Spalte, Wert:176055.653566938
80. Zeile und 79.Spalte, Wert:176085.60386460176
80. Zeile und 80.Spalte, Wert:176056.87540566712
80. Zeile und 81.Spalte, Wert:176081.38558352072
80. Zeile und 82.Spalte, Wert:176039.35892437998
80. Zeile und 83.Spalte, Wert:176046.5850359478
80. Zeile und 84.Spalte, Wert:176080.61062947876
80. Zeile und 85.Spalte, Wert:176070.6259125691
80. Zeile und 86.Spalte, Wert:176057.4267330315
80. Zeile und 87.Spalte, Wert:176048.2874700414
80. Zeile und 88.Spalte, Wert:176066.14088572236
80. Zeile und 89.Spalte, Wert:175996.50373761734
80. Zeile und 90.Spalte, Wert:176075.4650231723
80. Zeile und 91.Spalte, Wert:176029.8499660556
80. Zeile und 92.Spalte, Wert:176068.10336813045
80. Zeile und 93.Spalte, Wert:176070.37181830688
80. Zeile und 94.Spalte, Wert:176070.53904566457
80. Zeile und 95.Spalte, Wert:176081.1919231623
80. Zeile und 96.Spalte, Wert:176010.1963591419
80. Zeile und 97.Spalte, Wert:176013.95495368628
80. Zeile und 98.Spalte, Wert:176073.04929181776
80. Zeile und 99.Spalte, Wert:176075.58890016456
80. Zeile und 100.Spalte, Wert:176080.85013937348
81. Zeile und 0.Spalte, Wert:171519.509023924
81. Zeile und 1.Spalte, Wert:171839.5646282312
81. Zeile und 2.Spalte, Wert:171200.57124240533
81. Zeile und 3.Spalte, Wert:170808.79925172572
81. Zeile und 4.Spalte, Wert:171348.35560428697
81. Zeile und 5.Spalte, Wert:172254.80955368173
81. Zeile und 6.Spalte, Wert:171679.5852109365
81. Zeile und 7.Spalte, Wert:173000.14493572633
81. Zeile und 8.Spalte, Wert:172365.53330914973
81. Zeile und 9.Spalte, Wert:173054.70143070832
81. Zeile und 10.Spalte, Wert:173983.96977565472
81. Zeile und 11.Spalte, Wert:173701.11867463455
81. Zeile und 12.Spalte, Wert:174594.79244176764
81. Zeile und 13.Spalte, Wert:173941.74346512157
81. Zeile und 14.Spalte, Wert:173322.80328723748
81. Zeile und 15.Spalte, Wert:175195.891275121
81. Zeile und 16.Spalte, Wert:175260.50298296253
81. Zeile und 17.Spalte, Wert:175217.47255345876
81. Zeile und 18.Spalte, Wert:173718.32053347814
81. Zeile und 19.Spalte, Wert:174971.41404182283
81. Zeile und 20.Spalte, Wert:175348.38451571183
81. Zeile und 21.Spalte, Wert:175824.16262075945
81. Zeile und 22.Spalte, Wert:175811.13699222694
81. Zeile und 23.Spalte, Wert:175656.06141960275
81. Zeile und 24.Spalte, Wert:175160.6477831305
81. Zeile und 25.Spalte, Wert:175765.80178734165
81. Zeile und 26.Spalte, Wert:175714.88387506513
81. Zeile und 27.Spalte, Wert:175764.87483070904
81. Zeile und 28.Spalte, Wert:175860.38194277472
81. Zeile und 29.Spalte, Wert:175843.6964770127
81. Zeile und 30.Spalte, Wert:175817.85532127548
81. Zeile und 31.Spalte, Wert:175730.58503628467
81. Zeile und 32.Spalte, Wert:175828.17106535708
81. Zeile und 33.Spalte, Wert:175799.20577487207
81. Zeile und 34.Spalte, Wert:175827.74593877242
81. Zeile und 35.Spalte, Wert:175770.99173286502
81. Zeile und 36.Spalte, Wert:175778.58836060332
81. Zeile und 37.Spalte, Wert:175803.65864814885
81. Zeile und 38.Spalte, Wert:175859.70080595944
81. Zeile und 39.Spalte, Wert:175842.05070410832
81. Zeile und 40.Spalte, Wert:175799.5751931764
81. Zeile und 41.Spalte, Wert:175806.1991147066
81. Zeile und 42.Spalte, Wert:175808.23699749148
81. Zeile und 43.Spalte, Wert:175800.25926787534
81. Zeile und 44.Spalte, Wert:175800.91026334578
81. Zeile und 45.Spalte, Wert:175805.5031584412
81. Zeile und 46.Spalte, Wert:175819.01230375402
81. Zeile und 47.Spalte, Wert:175809.67054094767
81. Zeile und 48.Spalte, Wert:175859.05664984675
81. Zeile und 49.Spalte, Wert:175820.88646528797
81. Zeile und 50.Spalte, Wert:175793.91080625984
81. Zeile und 51.Spalte, Wert:175789.24958569178
81. Zeile und 52.Spalte, Wert:175828.33715289162
81. Zeile und 53.Spalte, Wert:175826.05700250005
81. Zeile und 54.Spalte, Wert:175836.4964126663
81. Zeile und 55.Spalte, Wert:175798.05656505923
81. Zeile und 56.Spalte, Wert:175798.36996233003
81. Zeile und 57.Spalte, Wert:175832.75644466095
81. Zeile und 58.Spalte, Wert:175812.27104750415
81. Zeile und 59.Spalte, Wert:175851.46009340757
81. Zeile und 60.Spalte, Wert:175852.10258548902
81. Zeile und 61.Spalte, Wert:175835.9926053979
81. Zeile und 62.Spalte, Wert:175821.69297038292
81. Zeile und 63.Spalte, Wert:175780.83975071632
81. Zeile und 64.Spalte, Wert:175810.2527174381
81. Zeile und 65.Spalte, Wert:175790.08520322223
81. Zeile und 66.Spalte, Wert:175817.6178880077
81. Zeile und 67.Spalte, Wert:175805.4296198004
81. Zeile und 68.Spalte, Wert:175802.23136454646
81. Zeile und 69.Spalte, Wert:175812.5914444432
81. Zeile und 70.Spalte, Wert:175819.98348315782
81. Zeile und 71.Spalte, Wert:175857.97829042227
81. Zeile und 72.Spalte, Wert:175801.771164021
81. Zeile und 73.Spalte, Wert:175853.69937955638
81. Zeile und 74.Spalte, Wert:176126.5166905768
81. Zeile und 75.Spalte, Wert:175785.58059464075
81. Zeile und 76.Spalte, Wert:175836.8393777653
81. Zeile und 77.Spalte, Wert:175847.7828764574
81. Zeile und 78.Spalte, Wert:175850.32769746464
81. Zeile und 79.Spalte, Wert:175828.8084347868
81. Zeile und 80.Spalte, Wert:175815.37051468922
81. Zeile und 81.Spalte, Wert:175803.3189789788
81. Zeile und 82.Spalte, Wert:175802.27841297287
81. Zeile und 83.Spalte, Wert:175835.99121059634
81. Zeile und 84.Spalte, Wert:175792.30142063648
81. Zeile und 85.Spalte, Wert:175796.42966769688
81. Zeile und 86.Spalte, Wert:175785.53550780643
81. Zeile und 87.Spalte, Wert:175807.13679998904
81. Zeile und 88.Spalte, Wert:175807.41319476417
81. Zeile und 89.Spalte, Wert:175767.98938050718
81. Zeile und 90.Spalte, Wert:175828.244185633
81. Zeile und 91.Spalte, Wert:175803.73212953343
81. Zeile und 92.Spalte, Wert:175783.8063749684
81. Zeile und 93.Spalte, Wert:175806.94223103405
81. Zeile und 94.Spalte, Wert:175851.3668649368
81. Zeile und 95.Spalte, Wert:175802.46312776412
81. Zeile und 96.Spalte, Wert:175827.78762418524
81. Zeile und 97.Spalte, Wert:175843.14548643093
81. Zeile und 98.Spalte, Wert:175810.36651099852
81. Zeile und 99.Spalte, Wert:175856.59207506094
81. Zeile und 100.Spalte, Wert:175752.07967752285
82. Zeile und 0.Spalte, Wert:171468.62150350213
82. Zeile und 1.Spalte, Wert:170593.43370905306
82. Zeile und 2.Spalte, Wert:170999.84005731507
82. Zeile und 3.Spalte, Wert:172107.36864324927
82. Zeile und 4.Spalte, Wert:170826.97790817582
82. Zeile und 5.Spalte, Wert:171234.91454866496
82. Zeile und 6.Spalte, Wert:171773.02358857438
82. Zeile und 7.Spalte, Wert:170576.06774489806
82. Zeile und 8.Spalte, Wert:171014.74944880762
82. Zeile und 9.Spalte, Wert:171960.00377999473
82. Zeile und 10.Spalte, Wert:173709.77618588743
82. Zeile und 11.Spalte, Wert:173313.19979233062
82. Zeile und 12.Spalte, Wert:173816.4816748373
82. Zeile und 13.Spalte, Wert:172818.8854561835
82. Zeile und 14.Spalte, Wert:174761.26246418594
82. Zeile und 15.Spalte, Wert:174184.58493090427
82. Zeile und 16.Spalte, Wert:175494.3268978919
82. Zeile und 17.Spalte, Wert:174402.41273818436
82. Zeile und 18.Spalte, Wert:174796.6704128745
82. Zeile und 19.Spalte, Wert:174311.03540395034
82. Zeile und 20.Spalte, Wert:174339.83904303823
82. Zeile und 21.Spalte, Wert:174528.89516883154
82. Zeile und 22.Spalte, Wert:176109.33862636183
82. Zeile und 23.Spalte, Wert:175140.33460994402
82. Zeile und 24.Spalte, Wert:174160.45811220034
82. Zeile und 25.Spalte, Wert:176602.62098013613
82. Zeile und 26.Spalte, Wert:174330.876640614
82. Zeile und 27.Spalte, Wert:176633.95035982973
82. Zeile und 28.Spalte, Wert:175367.50444923466
82. Zeile und 29.Spalte, Wert:174450.1991763745
82. Zeile und 30.Spalte, Wert:176664.71357563266
82. Zeile und 31.Spalte, Wert:175434.30309518398
82. Zeile und 32.Spalte, Wert:176621.6100796605
82. Zeile und 33.Spalte, Wert:176171.0414170635
82. Zeile und 34.Spalte, Wert:176655.83725318158
82. Zeile und 35.Spalte, Wert:175937.93510162126
82. Zeile und 36.Spalte, Wert:176648.05646434656
82. Zeile und 37.Spalte, Wert:176634.9383950273
82. Zeile und 38.Spalte, Wert:176651.9862889815
